Claim_ID,SKU,Failed_Component,Claim_Date,Days_In_Service,Repair_Cost,Resolution,Failure_Symptom
WC-01699,WCH-VOR-0008,Battery,2026-04-22,737,30.78,Refunded,Malfunctioning
WC-01700,PHN-SOL-0030,Speaker Unit,2024-09-04,35,27.99,Refunded,Cracked/damaged
WC-01701,WCH-ORB-0016,Sensor Module,2024-05-03,765,55.52,Replaced,Malfunctioning
WC-01702,LAP-ORB-0001,SSD Storage,2026-01-18,283,202.91,Pending,Cracked/damaged
WC-01703,PHN-ORB-0017,Battery,2025-07-20,765,54.31,Refunded,Random shutdowns
WC-01704,LAP-NIM-0002,SSD Storage,2024-02-07,548,125.39,Repaired,Not charging
WC-01705,PHN-EMB-0005,Logic Board,2025-02-27,96,360.3,Repaired,Battery drains fast
WC-01706,EAR-EMB-0014,Battery,2024-01-28,640,28.4,Pending,Unresponsive
WC-01707,TAB-SOL-0014,Battery,2024-08-10,423,53.74,Pending,Unresponsive
WC-01708,WCH-EMB-0010,Logic Board,2025-06-04,333,117.59,Pending,Cracked/damaged
WC-01709,LAP-VOR-0018,SSD Storage,2024-06-26,882,171.54,Refunded,Malfunctioning
WC-01710,PHN-EMB-0013,Battery,2025-02-18,134,73.78,Refunded,Unresponsive
WC-01711,PHN-SOL-0010,Battery,2024-04-01,47,64.26,Pending,Not charging
WC-01712,LAP-ZEN-0013,Motherboard,2024-11-06,147,244.45,Replaced,Unresponsive
WC-01713,LAP-SOL-0029,Motherboard,2025-08-27,810,359.98,Refunded,Won't power on
WC-01714,PHN-ZEN-0023,Logic Board,2025-04-05,341,144.07,Refunded,Malfunctioning
WC-01715,LAP-VOR-0010,Motherboard,2025-06-19,550,524.67,Pending,Won't power on
WC-01716,TAB-ORB-0003,Battery,2024-01-22,67,44.06,Refunded,Unresponsive
WC-01717,LAP-VOR-0009,Motherboard,2025-02-07,459,163.85,Replaced,Overheating
WC-01718,EAR-EMB-0010,Bluetooth Chip,2025-12-19,391,27.11,Pending,Not charging
WC-01719,LAP-VOR-0016,Cooling Fan,2025-12-19,141,53.46,Refunded,Cracked/damaged
WC-01720,LAP-VOR-0023,Cooling Fan,2024-11-13,97,38.12,Repaired,Won't power on
WC-01721,LAP-ORB-0028,SSD Storage,2026-03-02,540,103.05,Refunded,Overheating
WC-01722,TAB-ZEN-0005,Logic Board,2024-02-06,998,119.23,Pending,Not charging
WC-01723,WCH-VOR-0013,Logic Board,2026-05-19,940,124.82,Repaired,Not charging
WC-01724,WCH-NIM-0001,Display,2025-01-15,969,122.67,Repaired,Unresponsive
WC-01725,PHN-VOR-0029,Camera Module,2025-04-10,848,51.48,Replaced,Unresponsive
WC-01726,PHN-EMB-0009,Logic Board,2024-04-27,199,224.63,Pending,Malfunctioning
WC-01727,LAP-VOR-0009,Motherboard,2025-11-17,737,101.24,Replaced,Overheating
WC-01728,WCH-VOR-0017,Battery,2024-06-06,732,41.44,Repaired,Malfunctioning
WC-01729,LAP-ZEN-0013,SSD Storage,2025-04-17,746,280.46,Repaired,Battery drains fast
WC-01730,WCH-SOL-0002,Logic Board,2025-12-29,908,95.74,Repaired,Unresponsive
WC-01731,PHN-VOR-0032,Charging Port,2024-04-01,100,33.28,Refunded,Random shutdowns
WC-01732,EAR-VOR-0009,Battery,2025-03-29,96,29.39,Refunded,Malfunctioning
WC-01733,LAP-ZEN-0031,Display Panel,2026-03-07,498,275.99,Repaired,Malfunctioning
WC-01734,LAP-SOL-0015,Keyboard Assembly,2025-07-29,190,77.62,Pending,Unresponsive
WC-01735,WCH-SOL-0004,Sensor Module,2025-03-13,210,40.99,Pending,Random shutdowns
WC-01736,WCH-VOR-0017,Logic Board,2025-06-10,923,98.16,Replaced,Overheating
WC-01737,LAP-SOL-0019,Battery,2026-01-14,984,62.83,Replaced,Unresponsive
WC-01738,WCH-ZEN-0018,Logic Board,2026-05-12,54,104.71,Replaced,Unresponsive
WC-01739,LAP-SOL-0007,Motherboard,2025-02-14,893,211.34,Replaced,Won't power on
WC-01740,PHN-SOL-0030,OLED Display,2025-02-02,434,115.48,Pending,Won't power on
WC-01741,PHN-NIM-0008,Logic Board,2024-09-21,387,176.5,Refunded,Random shutdowns
WC-01742,PHN-VOR-0020,Logic Board,2026-06-08,410,373.63,Refunded,Won't power on
WC-01743,EAR-ZEN-0001,Battery,2024-01-27,397,39.27,Pending,Malfunctioning
WC-01744,LAP-NIM-0006,Display Panel,2025-08-19,404,129.69,Replaced,Unresponsive
WC-01745,PHN-ZEN-0034,Charging Port,2024-02-01,985,29.62,Repaired,Random shutdowns
WC-01746,LAP-VOR-0018,Motherboard,2026-02-26,65,237.28,Repaired,Unresponsive
WC-01747,TAB-NIM-0022,Logic Board,2025-12-03,407,317.33,Pending,Won't power on
WC-01748,LAP-EMB-0008,Motherboard,2026-02-07,426,198.44,Refunded,Malfunctioning
WC-01749,LAP-ZEN-0013,Motherboard,2025-02-08,135,274.34,Replaced,Cracked/damaged
WC-01750,PHN-ORB-0004,OLED Display,2024-07-19,930,137.91,Pending,Malfunctioning
WC-01751,PHN-EMB-0022,Battery,2026-01-06,730,97.58,Pending,Random shutdowns
WC-01752,LAP-ZEN-0030,Battery,2026-03-05,428,170.52,Refunded,Overheating
WC-01753,EAR-SOL-0006,Battery,2025-05-13,691,45.15,Refunded,Overheating
WC-01754,LAP-ZEN-0014,Motherboard,2024-03-23,302,165.31,Repaired,Battery drains fast
WC-01755,EAR-NIM-0017,Charging Case,2024-03-31,869,36.7,Refunded,Unresponsive
WC-01756,LAP-ZEN-0031,Display Panel,2025-01-27,863,297.15,Refunded,Overheating
WC-01757,TAB-SOL-0019,Battery,2025-05-23,265,41.36,Repaired,Random shutdowns
WC-01758,TAB-SOL-0002,Touch Display,2025-03-06,548,204.4,Repaired,Overheating
WC-01759,PHN-ZEN-0023,Battery,2024-06-11,74,31.84,Refunded,Unresponsive
WC-01760,LAP-VOR-0016,Webcam Module,2024-02-02,940,59.46,Pending,Overheating
WC-01761,WCH-VOR-0017,Battery,2025-08-19,257,56.26,Repaired,Unresponsive
WC-01762,LAP-ZEN-0013,SSD Storage,2024-12-18,642,246.55,Repaired,Random shutdowns
WC-01763,LAP-VOR-0023,Cooling Fan,2024-06-17,663,42.58,Replaced,Unresponsive
WC-01764,LAP-EMB-0021,Cooling Fan,2026-02-02,771,28.51,Refunded,Won't power on
WC-01765,PHN-ORB-0014,Charging Port,2024-10-29,245,23.62,Replaced,Not charging
WC-01766,EAR-VOR-0007,Bluetooth Chip,2024-06-24,854,17.23,Pending,Malfunctioning
WC-01767,WCH-ZEN-0012,Logic Board,2025-07-29,341,124.58,Refunded,Not charging
WC-01768,LAP-NIM-0032,Keyboard Assembly,2024-04-12,527,54.19,Pending,Malfunctioning
WC-01769,WCH-SOL-0004,Battery,2024-07-23,105,47.91,Pending,Cracked/damaged
WC-01770,LAP-ZEN-0013,Keyboard Assembly,2026-03-06,533,61.54,Repaired,Not charging
WC-01771,LAP-VOR-0035,Cooling Fan,2025-10-11,152,46.87,Pending,Random shutdowns
WC-01772,PHN-ZEN-0002,Charging Port,2024-06-24,604,30.81,Replaced,Random shutdowns
WC-01773,PHN-SOL-0030,Charging Port,2025-10-23,463,23.83,Pending,Overheating
WC-01774,WCH-VOR-0013,Display,2024-11-24,239,46.13,Repaired,Cracked/damaged
WC-01775,LAP-EMB-0020,Motherboard,2024-02-05,396,137.49,Refunded,Battery drains fast
WC-01776,LAP-SOL-0017,Motherboard,2026-02-23,943,157.14,Refunded,Overheating
WC-01777,LAP-ZEN-0026,Cooling Fan,2025-12-18,760,72.33,Repaired,Battery drains fast
WC-01778,LAP-ZEN-0031,Motherboard,2024-12-19,812,136.53,Refunded,Battery drains fast
WC-01779,PHN-SOL-0027,Battery,2024-06-07,42,79.25,Repaired,Malfunctioning
WC-01780,LAP-ZEN-0026,Keyboard Assembly,2024-04-07,718,52.4,Replaced,Random shutdowns
WC-01781,TAB-EMB-0001,Charging Port,2024-12-07,202,37.09,Repaired,Battery drains fast
WC-01782,LAP-NIM-0012,Keyboard Assembly,2025-07-07,215,49.55,Pending,Not charging
WC-01783,LAP-ORB-0005,Battery,2026-01-10,154,80.45,Pending,Unresponsive
WC-01784,PHN-SOL-0035,Charging Port,2025-11-05,883,37.63,Repaired,Malfunctioning
WC-01785,LAP-ZEN-0031,Motherboard,2025-02-27,402,190.65,Replaced,Cracked/damaged
WC-01786,LAP-ORB-0005,Cooling Fan,2025-09-08,114,38.02,Repaired,Cracked/damaged
WC-01787,WCH-VOR-0008,Logic Board,2026-06-11,227,137.38,Refunded,Won't power on
WC-01788,WCH-ZEN-0007,Logic Board,2025-05-02,523,122.18,Refunded,Random shutdowns
WC-01789,WCH-NIM-0001,Sensor Module,2026-04-20,220,41.01,Refunded,Random shutdowns
WC-01790,LAP-SOL-0015,Battery,2024-08-22,146,185.07,Replaced,Random shutdowns
WC-01791,LAP-ZEN-0026,Battery,2025-01-24,909,72.4,Repaired,Unresponsive
WC-01792,WCH-NIM-0011,Display,2024-03-13,706,131.08,Repaired,Battery drains fast
WC-01793,LAP-VOR-0009,RAM Module,2025-02-15,22,148.37,Replaced,Cracked/damaged
WC-01794,EAR-SOL-0012,Speaker Driver,2026-03-06,294,44.28,Refunded,Not charging
WC-01795,LAP-VOR-0010,Motherboard,2024-08-09,343,299.04,Replaced,Battery drains fast
WC-01796,WCH-EMB-0006,Battery,2024-02-21,949,40.34,Replaced,Battery drains fast
WC-01797,PHN-EMB-0015,Logic Board,2025-05-24,794,538.68,Refunded,Cracked/damaged
WC-01798,LAP-ORB-0036,Motherboard,2024-11-21,906,158.97,Pending,Random shutdowns
WC-01799,LAP-ORB-0022,Display Panel,2024-12-09,519,274.41,Pending,Malfunctioning
WC-01800,LAP-ORB-0028,Motherboard,2025-05-23,855,363.32,Pending,Not charging
WC-01801,WCH-ZEN-0012,Logic Board,2024-01-08,524,127.23,Repaired,Random shutdowns
WC-01802,LAP-ZEN-0014,Cooling Fan,2025-04-02,569,44.37,Replaced,Battery drains fast
WC-01803,LAP-VOR-0035,Motherboard,2026-04-23,367,199.05,Refunded,Unresponsive
WC-01804,PHN-NIM-0026,Battery,2024-12-02,390,66.63,Repaired,Not charging
WC-01805,PHN-SOL-0025,Logic Board,2025-05-04,61,392.04,Repaired,Not charging
WC-01806,LAP-VOR-0009,Battery,2024-03-25,990,69.22,Repaired,Malfunctioning
WC-01807,PHN-NIM-0008,Logic Board,2025-01-18,475,179.04,Repaired,Overheating
WC-01808,WCH-ZEN-0007,Logic Board,2025-09-20,791,140.22,Repaired,Not charging
WC-01809,PHN-SOL-0030,Logic Board,2026-05-05,27,363.4,Pending,Malfunctioning
WC-01810,TAB-ORB-0021,Logic Board,2024-11-01,877,176.85,Repaired,Cracked/damaged
WC-01811,TAB-EMB-0011,Battery,2025-12-03,300,75.06,Pending,Random shutdowns
WC-01812,LAP-ORB-0005,RAM Module,2025-01-05,618,120.8,Pending,Malfunctioning
WC-01813,EAR-SOL-0006,Bluetooth Chip,2025-10-25,828,47.81,Pending,Not charging
WC-01814,PHN-ORB-0031,Charging Port,2026-01-14,977,36.09,Replaced,Won't power on
WC-01815,PHN-NIM-0008,Logic Board,2025-12-07,304,135.28,Pending,Not charging
WC-01816,WCH-ORB-0014,Logic Board,2024-10-02,124,72.17,Replaced,Won't power on
WC-01817,PHN-NIM-0008,Charging Port,2026-03-23,827,32.2,Refunded,Not charging
WC-01818,LAP-SOL-0011,RAM Module,2024-11-19,983,188.96,Pending,Overheating
WC-01819,PHN-ZEN-0002,Logic Board,2026-01-02,420,500.41,Pending,Malfunctioning
WC-01820,LAP-VOR-0010,Keyboard Assembly,2024-01-25,429,51.38,Replaced,Overheating
WC-01821,TAB-ORB-0012,Logic Board,2025-09-18,960,180.65,Repaired,Battery drains fast
WC-01822,LAP-VOR-0035,Battery,2025-01-07,792,83.25,Replaced,Malfunctioning
WC-01823,LAP-VOR-0035,Motherboard,2025-03-12,140,283.34,Replaced,Won't power on
WC-01824,PHN-EMB-0009,Camera Module,2025-12-14,234,112.65,Pending,Battery drains fast
WC-01825,LAP-SOL-0011,Battery,2026-03-12,728,105.05,Refunded,Not charging
WC-01826,PHN-ZEN-0034,Battery,2024-02-10,178,80.71,Refunded,Malfunctioning
WC-01827,LAP-SOL-0007,Cooling Fan,2024-05-04,313,46.8,Repaired,Won't power on
WC-01828,TAB-ZEN-0010,Battery,2026-01-04,537,58.85,Refunded,Malfunctioning
WC-01829,LAP-VOR-0016,Keyboard Assembly,2024-06-26,521,65.67,Refunded,Not charging
WC-01830,LAP-NIM-0004,Cooling Fan,2025-03-12,789,53.36,Replaced,Won't power on
WC-01831,LAP-EMB-0008,Keyboard Assembly,2025-06-15,891,62.07,Refunded,Overheating
WC-01832,LAP-SOL-0015,Keyboard Assembly,2025-05-26,122,52.26,Repaired,Cracked/damaged
WC-01833,TAB-ORB-0012,Battery,2026-03-20,367,97.47,Replaced,Unresponsive
WC-01834,LAP-VOR-0035,Motherboard,2025-07-12,929,276.25,Refunded,Not charging
WC-01835,TAB-ZEN-0009,Logic Board,2025-08-12,546,161.26,Refunded,Malfunctioning
WC-01836,TAB-EMB-0006,Charging Port,2025-08-10,831,36.08,Replaced,Won't power on
WC-01837,LAP-NIM-0032,Cooling Fan,2024-07-26,628,36.85,Pending,Won't power on
WC-01838,LAP-SOL-0017,SSD Storage,2026-01-06,616,151.53,Repaired,Random shutdowns
WC-01839,EAR-ORB-0016,Battery,2026-06-04,269,39.3,Repaired,Not charging
WC-01840,WCH-NIM-0011,Logic Board,2024-09-01,74,159.97,Refunded,Malfunctioning
WC-01841,WCH-EMB-0015,Logic Board,2024-09-03,813,69.69,Repaired,Overheating
WC-01842,LAP-SOL-0011,Cooling Fan,2024-09-30,760,23.55,Pending,Cracked/damaged
WC-01843,PHN-SOL-0006,Charging Port,2024-03-20,812,33.2,Repaired,Malfunctioning
WC-01844,PHN-ORB-0028,Battery,2024-07-19,362,95.51,Repaired,Unresponsive
WC-01845,PHN-NIM-0016,Battery,2025-12-22,494,50.76,Repaired,Malfunctioning
WC-01846,LAP-EMB-0020,Motherboard,2024-12-28,569,219.31,Pending,Random shutdowns
WC-01847,PHN-NIM-0024,OLED Display,2026-01-07,948,167.57,Pending,Won't power on
WC-01848,PHN-ORB-0028,Logic Board,2024-05-12,313,281.96,Pending,Unresponsive
WC-01849,LAP-VOR-0009,Display Panel,2024-05-20,287,250.97,Pending,Random shutdowns
WC-01850,LAP-ZEN-0013,RAM Module,2025-09-10,559,142.23,Refunded,Unresponsive
WC-01851,PHN-EMB-0033,Logic Board,2024-03-25,664,427.69,Refunded,Not charging
WC-01852,PHN-VOR-0020,OLED Display,2025-02-13,850,271.63,Replaced,Malfunctioning
WC-01853,PHN-ZEN-0012,Logic Board,2025-02-18,560,628.92,Replaced,Malfunctioning
WC-01854,LAP-EMB-0021,Battery,2024-05-02,255,101.87,Replaced,Malfunctioning
WC-01855,LAP-EMB-0008,RAM Module,2024-03-01,876,142.97,Repaired,Overheating
WC-01856,TAB-NIM-0020,Touch Display,2025-04-28,552,180.49,Replaced,Won't power on
WC-01857,WCH-NIM-0001,Logic Board,2024-05-06,48,121.2,Refunded,Not charging
WC-01858,PHN-SOL-0030,Logic Board,2025-03-19,344,304.75,Repaired,Unresponsive
WC-01859,LAP-EMB-0020,SSD Storage,2026-04-09,408,238.81,Replaced,Cracked/damaged
WC-01860,LAP-ZEN-0013,Motherboard,2025-08-09,540,286.05,Refunded,Random shutdowns
WC-01861,TAB-NIM-0023,Logic Board,2024-09-24,810,241.3,Repaired,Overheating
WC-01862,LAP-EMB-0008,Cooling Fan,2024-06-15,255,44.67,Repaired,Unresponsive
WC-01863,PHN-ORB-0011,Logic Board,2024-11-24,561,394.79,Replaced,Battery drains fast
WC-01864,LAP-EMB-0003,Keyboard Assembly,2024-08-28,581,47.22,Repaired,Random shutdowns
WC-01865,EAR-VOR-0008,Bluetooth Chip,2025-07-15,112,41.85,Replaced,Not charging
WC-01866,PHN-ORB-0028,Logic Board,2024-07-04,245,236.21,Refunded,Not charging
WC-01867,WCH-ZEN-0012,Display,2024-08-17,802,60.01,Refunded,Not charging
WC-01868,EAR-ZEN-0005,Bluetooth Chip,2024-12-31,42,38.08,Repaired,Cracked/damaged
WC-01869,LAP-ORB-0028,Keyboard Assembly,2025-02-22,976,118.08,Replaced,Cracked/damaged
WC-01870,PHN-EMB-0005,Battery,2025-12-17,330,69.72,Replaced,Won't power on
WC-01871,LAP-SOL-0011,Display Panel,2024-03-27,803,191.15,Pending,Random shutdowns
WC-01872,WCH-NIM-0011,Battery,2024-03-02,677,29.47,Repaired,Overheating
WC-01873,LAP-VOR-0035,Battery,2025-05-22,323,98.76,Pending,Random shutdowns
WC-01874,TAB-VOR-0018,Logic Board,2024-11-26,264,151.21,Replaced,Not charging
WC-01875,PHN-SOL-0025,OLED Display,2025-10-13,853,223.82,Repaired,Battery drains fast
WC-01876,TAB-NIM-0020,Battery,2024-09-24,344,46.16,Repaired,Battery drains fast
WC-01877,LAP-SOL-0015,Keyboard Assembly,2024-04-16,25,71.65,Refunded,Overheating
WC-01878,TAB-NIM-0023,Touch Display,2026-01-21,527,112.37,Replaced,Overheating
WC-01879,WCH-ORB-0014,Sensor Module,2025-12-26,572,70.56,Repaired,Malfunctioning
WC-01880,TAB-EMB-0011,Logic Board,2024-11-01,282,249.19,Repaired,Unresponsive
WC-01881,LAP-SOL-0015,Battery,2025-05-20,755,83.67,Pending,Won't power on
WC-01882,LAP-ORB-0028,Display Panel,2026-03-24,651,334.3,Pending,Won't power on
WC-01883,TAB-EMB-0011,Speaker Unit,2024-08-18,721,22.49,Repaired,Battery drains fast
WC-01884,PHN-EMB-0009,Battery,2025-08-21,544,51.84,Refunded,Not charging
WC-01885,PHN-ORB-0031,Logic Board,2025-09-18,52,391.25,Repaired,Random shutdowns
WC-01886,PHN-VOR-0020,Charging Port,2024-09-10,941,41.23,Repaired,Overheating
WC-01887,EAR-VOR-0007,Charging Case,2024-02-23,474,47.68,Repaired,Cracked/damaged
WC-01888,PHN-NIM-0024,Logic Board,2025-02-25,974,243.3,Pending,Not charging
WC-01889,LAP-NIM-0032,Motherboard,2024-05-05,631,142.18,Refunded,Random shutdowns
WC-01890,LAP-ORB-0005,Display Panel,2025-08-11,658,252.79,Refunded,Cracked/damaged
WC-01891,PHN-EMB-0013,Speaker Unit,2025-11-16,142,46.37,Pending,Unresponsive
WC-01892,LAP-EMB-0003,Display Panel,2025-12-16,384,130.67,Repaired,Malfunctioning
WC-01893,TAB-EMB-0013,Logic Board,2026-05-14,825,335.29,Repaired,Cracked/damaged
WC-01894,WCH-NIM-0005,Battery,2025-10-10,701,23.28,Refunded,Battery drains fast
WC-01895,LAP-SOL-0029,Cooling Fan,2025-04-24,122,25.15,Pending,Won't power on
WC-01896,TAB-SOL-0019,Charging Port,2026-02-28,275,25.79,Replaced,Random shutdowns
WC-01897,WCH-ZEN-0007,Logic Board,2024-07-05,90,154.97,Repaired,Cracked/damaged
WC-01898,EAR-ZEN-0004,Speaker Driver,2025-12-05,528,43.58,Pending,Cracked/damaged
WC-01899,LAP-EMB-0020,Webcam Module,2024-07-19,604,26.4,Replaced,Cracked/damaged
WC-01900,LAP-VOR-0009,Motherboard,2025-09-20,26,134.78,Pending,Overheating
WC-01901,LAP-SOL-0029,Motherboard,2024-05-23,133,280.62,Pending,Battery drains fast
WC-01902,EAR-ORB-0013,Charging Case,2025-05-10,486,61.24,Repaired,Malfunctioning
WC-01903,EAR-ORB-0016,Battery,2025-07-07,335,27.3,Repaired,Won't power on
WC-01904,PHN-SOL-0006,Battery,2026-03-18,765,98.11,Repaired,Not charging
WC-01905,PHN-NIM-0024,Battery,2024-06-30,433,49.21,Refunded,Battery drains fast
WC-01906,PHN-ORB-0028,Logic Board,2025-02-18,656,349.0,Repaired,Battery drains fast
WC-01907,WCH-NIM-0005,Logic Board,2025-10-15,82,56.09,Pending,Not charging
WC-01908,LAP-ZEN-0031,Cooling Fan,2025-10-04,89,45.12,Pending,Won't power on
WC-01909,LAP-ZEN-0031,Cooling Fan,2024-11-27,393,79.97,Refunded,Random shutdowns
WC-01910,LAP-ZEN-0026,Motherboard,2026-02-27,806,259.0,Replaced,Not charging
WC-01911,PHN-VOR-0029,Battery,2025-11-24,398,35.27,Repaired,Unresponsive
WC-01912,LAP-ORB-0022,Display Panel,2025-06-02,37,267.93,Pending,Unresponsive
WC-01913,PHN-VOR-0032,Logic Board,2024-05-31,34,481.33,Pending,Unresponsive
WC-01914,LAP-ORB-0005,Motherboard,2025-08-15,76,166.74,Repaired,Unresponsive
WC-01915,PHN-NIM-0026,Logic Board,2025-10-08,235,459.92,Refunded,Battery drains fast
WC-01916,PHN-NIM-0026,Logic Board,2025-06-07,18,439.86,Pending,Battery drains fast
WC-01917,EAR-VOR-0009,Speaker Driver,2026-02-08,459,37.05,Refunded,Malfunctioning
WC-01918,LAP-VOR-0009,Display Panel,2025-07-29,919,130.62,Repaired,Unresponsive
WC-01919,LAP-EMB-0003,Battery,2026-04-22,445,74.7,Repaired,Random shutdowns
WC-01920,WCH-EMB-0010,Logic Board,2025-02-05,461,191.21,Refunded,Not charging
WC-01921,PHN-VOR-0029,Speaker Unit,2024-07-16,64,28.79,Replaced,Unresponsive
WC-01922,LAP-VOR-0009,Motherboard,2025-03-08,206,97.96,Replaced,Cracked/damaged
WC-01923,PHN-SOL-0010,Battery,2024-05-31,999,58.34,Replaced,Not charging
WC-01924,WCH-SOL-0002,Logic Board,2024-12-16,577,96.41,Repaired,Cracked/damaged
WC-01925,PHN-VOR-0003,OLED Display,2024-04-26,689,173.68,Pending,Unresponsive
WC-01926,WCH-ZEN-0012,Logic Board,2024-11-26,47,190.49,Repaired,Random shutdowns
WC-01927,LAP-VOR-0035,Cooling Fan,2025-07-13,195,47.66,Repaired,Overheating
WC-01928,LAP-EMB-0027,Battery,2026-02-06,159,134.6,Repaired,Won't power on
WC-01929,LAP-ZEN-0013,Battery,2024-05-12,112,176.52,Repaired,Cracked/damaged
WC-01930,PHN-SOL-0025,Speaker Unit,2025-06-08,839,34.49,Replaced,Won't power on
WC-01931,LAP-EMB-0003,Cooling Fan,2025-10-30,167,31.86,Pending,Random shutdowns
WC-01932,EAR-ORB-0016,Battery,2024-12-28,874,54.4,Pending,Random shutdowns
WC-01933,LAP-NIM-0012,Keyboard Assembly,2025-05-27,292,52.54,Refunded,Random shutdowns
WC-01934,LAP-ORB-0001,Display Panel,2024-08-29,283,337.56,Pending,Unresponsive
WC-01935,LAP-EMB-0021,Display Panel,2024-11-28,964,273.42,Repaired,Malfunctioning
WC-01936,LAP-ORB-0005,SSD Storage,2025-02-21,443,138.16,Repaired,Overheating
WC-01937,LAP-VOR-0009,Display Panel,2024-05-01,203,228.34,Repaired,Malfunctioning
WC-01938,EAR-NIM-0002,Speaker Driver,2026-04-22,146,42.12,Refunded,Not charging
WC-01939,TAB-VOR-0015,Touch Display,2025-09-18,664,97.66,Refunded,Won't power on
WC-01940,PHN-EMB-0022,Charging Port,2025-01-01,465,33.57,Refunded,Won't power on
WC-01941,LAP-ORB-0028,RAM Module,2024-01-18,630,56.67,Pending,Random shutdowns
WC-01942,WCH-NIM-0001,Logic Board,2026-04-19,988,144.05,Repaired,Overheating
WC-01943,PHN-SOL-0030,Logic Board,2024-04-13,479,355.21,Replaced,Overheating
WC-01944,PHN-EMB-0005,Logic Board,2026-01-04,608,420.5,Pending,Malfunctioning
WC-01945,WCH-SOL-0002,Logic Board,2025-11-10,390,102.35,Replaced,Unresponsive
WC-01946,LAP-EMB-0021,Display Panel,2024-02-01,123,264.48,Refunded,Not charging
WC-01947,TAB-EMB-0011,Logic Board,2025-02-12,85,261.09,Repaired,Random shutdowns
WC-01948,PHN-EMB-0013,Logic Board,2024-04-06,417,225.52,Pending,Battery drains fast
WC-01949,LAP-EMB-0020,Keyboard Assembly,2025-02-17,983,73.99,Replaced,Unresponsive
WC-01950,TAB-NIM-0007,Logic Board,2026-01-14,699,143.13,Repaired,Unresponsive
WC-01951,TAB-ORB-0021,Logic Board,2026-06-02,777,228.71,Pending,Won't power on
WC-01952,PHN-SOL-0010,Logic Board,2026-06-09,346,477.42,Repaired,Battery drains fast
WC-01953,EAR-ORB-0016,Battery,2025-10-05,803,46.33,Replaced,Cracked/damaged
WC-01954,LAP-ORB-0028,Cooling Fan,2024-06-03,537,45.84,Refunded,Unresponsive
WC-01955,PHN-NIM-0021,Battery,2025-06-21,392,113.19,Repaired,Malfunctioning
WC-01956,TAB-EMB-0001,Touch Display,2026-04-16,467,206.97,Refunded,Not charging
WC-01957,WCH-EMB-0015,Logic Board,2025-09-23,936,38.71,Refunded,Cracked/damaged
WC-01958,TAB-EMB-0001,Logic Board,2026-04-19,536,179.3,Refunded,Cracked/damaged
WC-01959,LAP-SOL-0019,Motherboard,2026-02-04,957,217.68,Repaired,Battery drains fast
WC-01960,PHN-EMB-0015,Battery,2024-12-05,618,29.93,Pending,Not charging
WC-01961,EAR-SOL-0003,Bluetooth Chip,2025-10-31,993,42.69,Refunded,Not charging
WC-01962,LAP-EMB-0021,Battery,2024-07-23,420,130.23,Pending,Cracked/damaged
WC-01963,LAP-ORB-0024,Cooling Fan,2024-07-07,161,51.46,Pending,Malfunctioning
WC-01964,WCH-ZEN-0007,Strap/Band,2026-01-26,389,41.12,Pending,Malfunctioning
WC-01965,EAR-ZEN-0004,Battery,2024-12-20,352,44.83,Repaired,Unresponsive
WC-01966,LAP-SOL-0019,Cooling Fan,2025-05-01,797,48.65,Pending,Battery drains fast
WC-01967,WCH-VOR-0008,Logic Board,2026-01-09,270,143.83,Repaired,Unresponsive
WC-01968,WCH-SOL-0002,Logic Board,2025-08-05,883,119.44,Pending,Cracked/damaged
WC-01969,LAP-ZEN-0030,Cooling Fan,2026-04-09,332,51.8,Pending,Cracked/damaged
WC-01970,PHN-NIM-0036,Battery,2025-06-05,638,83.9,Pending,Unresponsive
WC-01971,LAP-EMB-0027,Cooling Fan,2025-08-07,528,44.07,Pending,Battery drains fast
WC-01972,LAP-VOR-0035,Motherboard,2024-12-20,408,262.51,Refunded,Battery drains fast
WC-01973,PHN-EMB-0013,Logic Board,2025-08-15,544,267.53,Refunded,Random shutdowns
WC-01974,LAP-ORB-0036,Cooling Fan,2026-03-11,41,60.56,Replaced,Not charging
WC-01975,LAP-EMB-0003,Cooling Fan,2024-07-17,774,31.87,Repaired,Not charging
WC-01976,TAB-SOL-0016,Touch Display,2024-12-05,369,217.05,Pending,Random shutdowns
WC-01977,LAP-ORB-0005,Display Panel,2025-07-24,279,167.59,Refunded,Overheating
WC-01978,LAP-VOR-0018,Motherboard,2025-09-12,922,144.27,Repaired,Malfunctioning
